Locatie,PFAS,Waarde,Jaar,Bron,Sampletype,Eenheid,LOQ_flag,Bron_bestand,Locatie_basis,Locatie_detail,Medium,Waarde_norm,Eenheid_norm,Unit_group,Locatie_oud,RWZI_code,Medium_oud,Eenheid_oud,Sampletype_oud,Latitude,Longitude
Vlissingen,PFBA,15.0,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Vlissingen,,water,15.0,ng/g,concentratie_biota_bodem,Vlissingen,,water,ng/g,water,51.4425,3.5722
Vlissingen,PFPeA,2.4,2021,WUR 2021,water,ng/g,False,wur2021_master.csv,Vlissingen,,water,2.4,ng/g,concentratie_biota_bodem,Vlissingen,,water,ng/g,water,51.4425,3.5722
Vlissingen,PFHxA,5.7,2021,WUR 2021,water,ng/g,False,wur2021_master.csv,Vlissingen,,water,5.7,ng/g,concentratie_biota_bodem,Vlissingen,,water,ng/g,water,51.4425,3.5722
Vlissingen,PFHpA,7.5,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Vlissingen,,water,7.5,ng/g,concentratie_biota_bodem,Vlissingen,,water,ng/g,water,51.4425,3.5722
Vlissingen,PFOA,1.8,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Vlissingen,,water,1.8,ng/g,concentratie_biota_bodem,Vlissingen,,water,ng/g,water,51.4425,3.5722
Vlissingen,PFNA,3.2,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Vlissingen,,water,3.2,ng/g,concentratie_biota_bodem,Vlissingen,,water,ng/g,water,51.4425,3.5722
Vlissingen,PFDcA,3.2,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Vlissingen,,water,3.2,ng/g,concentratie_biota_bodem,Vlissingen,,water,ng/g,water,51.4425,3.5722
Vlissingen,PFUnA,3.2,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Vlissingen,,water,3.2,ng/g,concentratie_biota_bodem,Vlissingen,,water,ng/g,water,51.4425,3.5722
Vlissingen,PFDoA,1.8,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Vlissingen,,water,1.8,ng/g,concentratie_biota_bodem,Vlissingen,,water,ng/g,water,51.4425,3.5722
Vlissingen,PFTrA,7.5,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Vlissingen,,water,7.5,ng/g,concentratie_biota_bodem,Vlissingen,,water,ng/g,water,51.4425,3.5722
Vlissingen,PFTeA,3.2,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Vlissingen,,water,3.2,ng/g,concentratie_biota_bodem,Vlissingen,,water,ng/g,water,51.4425,3.5722
Bath,PFBA,41.0,2021,WUR 2021,water,ng/g,False,wur2021_master.csv,Bath,,water,41.0,ng/g,concentratie_biota_bodem,Bath,,water,ng/g,water,51.395,4.207
Bath,PFPeA,13.0,2021,WUR 2021,water,ng/g,False,wur2021_master.csv,Bath,,water,13.0,ng/g,concentratie_biota_bodem,Bath,,water,ng/g,water,51.395,4.207
Bath,PFHxA,7.8,2021,WUR 2021,water,ng/g,False,wur2021_master.csv,Bath,,water,7.8,ng/g,concentratie_biota_bodem,Bath,,water,ng/g,water,51.395,4.207
Bath,PFHpA,8.0,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Bath,,water,8.0,ng/g,concentratie_biota_bodem,Bath,,water,ng/g,water,51.395,4.207
Bath,PFOA,5.1,2021,WUR 2021,water,ng/g,False,wur2021_master.csv,Bath,,water,5.1,ng/g,concentratie_biota_bodem,Bath,,water,ng/g,water,51.395,4.207
Bath,PFNA,3.4,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Bath,,water,3.4,ng/g,concentratie_biota_bodem,Bath,,water,ng/g,water,51.395,4.207
Bath,PFDcA,3.4,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Bath,,water,3.4,ng/g,concentratie_biota_bodem,Bath,,water,ng/g,water,51.395,4.207
Bath,PFUnA,3.4,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Bath,,water,3.4,ng/g,concentratie_biota_bodem,Bath,,water,ng/g,water,51.395,4.207
Bath,PFDoA,1.9,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Bath,,water,1.9,ng/g,concentratie_biota_bodem,Bath,,water,ng/g,water,51.395,4.207
Bath,PFTrA,8.0,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Bath,,water,8.0,ng/g,concentratie_biota_bodem,Bath,,water,ng/g,water,51.395,4.207
Bath,PFTeA,3.4,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Bath,,water,3.4,ng/g,concentratie_biota_bodem,Bath,,water,ng/g,water,51.395,4.207
Walsoorden,PFBA,29.0,2021,WUR 2021,water,ng/g,False,wur2021_master.csv,Walsoorden,,water,29.0,ng/g,concentratie_biota_bodem,Walsoorden,,water,ng/g,water,51.402,4.059
Walsoorden,PFPeA,14.0,2021,WUR 2021,water,ng/g,False,wur2021_master.csv,Walsoorden,,water,14.0,ng/g,concentratie_biota_bodem,Walsoorden,,water,ng/g,water,51.402,4.059
Walsoorden,PFHxA,9.0,2021,WUR 2021,water,ng/g,False,wur2021_master.csv,Walsoorden,,water,9.0,ng/g,concentratie_biota_bodem,Walsoorden,,water,ng/g,water,51.402,4.059
Walsoorden,PFHpA,7.9,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Walsoorden,,water,7.9,ng/g,concentratie_biota_bodem,Walsoorden,,water,ng/g,water,51.402,4.059
Walsoorden,PFOA,5.1,2021,WUR 2021,water,ng/g,False,wur2021_master.csv,Walsoorden,,water,5.1,ng/g,concentratie_biota_bodem,Walsoorden,,water,ng/g,water,51.402,4.059
Walsoorden,PFNA,3.3,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Walsoorden,,water,3.3,ng/g,concentratie_biota_bodem,Walsoorden,,water,ng/g,water,51.402,4.059
Walsoorden,PFDcA,3.3,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Walsoorden,,water,3.3,ng/g,concentratie_biota_bodem,Walsoorden,,water,ng/g,water,51.402,4.059
Walsoorden,PFUnA,3.3,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Walsoorden,,water,3.3,ng/g,concentratie_biota_bodem,Walsoorden,,water,ng/g,water,51.402,4.059
Walsoorden,PFDoA,1.8,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Walsoorden,,water,1.8,ng/g,concentratie_biota_bodem,Walsoorden,,water,ng/g,water,51.402,4.059
Walsoorden,PFTrA,7.9,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Walsoorden,,water,7.9,ng/g,concentratie_biota_bodem,Walsoorden,,water,ng/g,water,51.402,4.059
Walsoorden,PFTeA,3.3,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Walsoorden,,water,3.3,ng/g,concentratie_biota_bodem,Walsoorden,,water,ng/g,water,51.402,4.059
Terneuzen,PFBA,16.0,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Terneuzen,,water,16.0,ng/g,concentratie_biota_bodem,Terneuzen,,water,ng/g,water,51.3358,3.827
Terneuzen,PFPeA,6.8,2021,WUR 2021,water,ng/g,False,wur2021_master.csv,Terneuzen,,water,6.8,ng/g,concentratie_biota_bodem,Terneuzen,,water,ng/g,water,51.3358,3.827
Terneuzen,PFHxA,6.4,2021,WUR 2021,water,ng/g,False,wur2021_master.csv,Terneuzen,,water,6.4,ng/g,concentratie_biota_bodem,Terneuzen,,water,ng/g,water,51.3358,3.827
Terneuzen,PFHpA,8.2,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Terneuzen,,water,8.2,ng/g,concentratie_biota_bodem,Terneuzen,,water,ng/g,water,51.3358,3.827
Terneuzen,PFOA,2.8,2021,WUR 2021,water,ng/g,False,wur2021_master.csv,Terneuzen,,water,2.8,ng/g,concentratie_biota_bodem,Terneuzen,,water,ng/g,water,51.3358,3.827
Terneuzen,PFNA,3.5,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Terneuzen,,water,3.5,ng/g,concentratie_biota_bodem,Terneuzen,,water,ng/g,water,51.3358,3.827
Terneuzen,PFDcA,3.5,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Terneuzen,,water,3.5,ng/g,concentratie_biota_bodem,Terneuzen,,water,ng/g,water,51.3358,3.827
Terneuzen,PFUnA,3.5,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Terneuzen,,water,3.5,ng/g,concentratie_biota_bodem,Terneuzen,,water,ng/g,water,51.3358,3.827
Terneuzen,PFDoA,1.9,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Terneuzen,,water,1.9,ng/g,concentratie_biota_bodem,Terneuzen,,water,ng/g,water,51.3358,3.827
Terneuzen,PFTrA,8.2,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Terneuzen,,water,8.2,ng/g,concentratie_biota_bodem,Terneuzen,,water,ng/g,water,51.3358,3.827
Terneuzen,PFTeA,3.5,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Terneuzen,,water,3.5,ng/g,concentratie_biota_bodem,Terneuzen,,water,ng/g,water,51.3358,3.827
Perkpolder,PFBA,16.0,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Perkpolder,,water,16.0,ng/g,concentratie_biota_bodem,Perkpolder,,water,ng/g,water,,
Perkpolder,PFPeA,4.7,2021,WUR 2021,water,ng/g,False,wur2021_master.csv,Perkpolder,,water,4.7,ng/g,concentratie_biota_bodem,Perkpolder,,water,ng/g,water,,
Perkpolder,PFHxA,8.6,2021,WUR 2021,water,ng/g,False,wur2021_master.csv,Perkpolder,,water,8.6,ng/g,concentratie_biota_bodem,Perkpolder,,water,ng/g,water,,
Perkpolder,PFHpA,7.8,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Perkpolder,,water,7.8,ng/g,concentratie_biota_bodem,Perkpolder,,water,ng/g,water,,
Perkpolder,PFOA,3.6,2021,WUR 2021,water,ng/g,False,wur2021_master.csv,Perkpolder,,water,3.6,ng/g,concentratie_biota_bodem,Perkpolder,,water,ng/g,water,,
Perkpolder,PFNA,3.3,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Perkpolder,,water,3.3,ng/g,concentratie_biota_bodem,Perkpolder,,water,ng/g,water,,
Perkpolder,PFDcA,3.3,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Perkpolder,,water,3.3,ng/g,concentratie_biota_bodem,Perkpolder,,water,ng/g,water,,
Perkpolder,PFUnA,3.3,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Perkpolder,,water,3.3,ng/g,concentratie_biota_bodem,Perkpolder,,water,ng/g,water,,
Perkpolder,PFDoA,1.8,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Perkpolder,,water,1.8,ng/g,concentratie_biota_bodem,Perkpolder,,water,ng/g,water,,
Perkpolder,PFTrA,7.8,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Perkpolder,,water,7.8,ng/g,concentratie_biota_bodem,Perkpolder,,water,ng/g,water,,
Perkpolder,PFTeA,3.3,2021,WUR 2021,water,ng/g,True,wur2021_master.csv,Perkpolder,,water,3.3,ng/g,concentratie_biota_bodem,Perkpolder,,water,ng/g,water,,
Vlissingen,PFBA,16.0,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Vlissingen,,water,16.0,ng/g,concentratie_biota_bodem,Vlissingen,,water,ng/g,strandwater,51.4425,3.5722
Vlissingen,PFPeA,1.8,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Vlissingen,,water,1.8,ng/g,concentratie_biota_bodem,Vlissingen,,water,ng/g,strandwater,51.4425,3.5722
Vlissingen,PFHxA,1.8,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Vlissingen,,water,1.8,ng/g,concentratie_biota_bodem,Vlissingen,,water,ng/g,strandwater,51.4425,3.5722
Vlissingen,PFHpA,7.8,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Vlissingen,,water,7.8,ng/g,concentratie_biota_bodem,Vlissingen,,water,ng/g,strandwater,51.4425,3.5722
Vlissingen,PFOA,1.8,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Vlissingen,,water,1.8,ng/g,concentratie_biota_bodem,Vlissingen,,water,ng/g,strandwater,51.4425,3.5722
Vlissingen,PFNA,3.3,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Vlissingen,,water,3.3,ng/g,concentratie_biota_bodem,Vlissingen,,water,ng/g,strandwater,51.4425,3.5722
Vlissingen,PFDcA,3.3,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Vlissingen,,water,3.3,ng/g,concentratie_biota_bodem,Vlissingen,,water,ng/g,strandwater,51.4425,3.5722
Vlissingen,PFUnA,3.3,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Vlissingen,,water,3.3,ng/g,concentratie_biota_bodem,Vlissingen,,water,ng/g,strandwater,51.4425,3.5722
Vlissingen,PFDoA,1.8,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Vlissingen,,water,1.8,ng/g,concentratie_biota_bodem,Vlissingen,,water,ng/g,strandwater,51.4425,3.5722
Vlissingen,PFTrA,7.8,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Vlissingen,,water,7.8,ng/g,concentratie_biota_bodem,Vlissingen,,water,ng/g,strandwater,51.4425,3.5722
Vlissingen,PFTeA,3.3,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Vlissingen,,water,3.3,ng/g,concentratie_biota_bodem,Vlissingen,,water,ng/g,strandwater,51.4425,3.5722
Bath,PFBA,87.0,2021,WUR 2021,strandwater,ng/g,False,wur2021_master.csv,Bath,,water,87.0,ng/g,concentratie_biota_bodem,Bath,,water,ng/g,strandwater,51.395,4.207
Bath,PFPeA,19.0,2021,WUR 2021,strandwater,ng/g,False,wur2021_master.csv,Bath,,water,19.0,ng/g,concentratie_biota_bodem,Bath,,water,ng/g,strandwater,51.395,4.207
Bath,PFHxA,11.0,2021,WUR 2021,strandwater,ng/g,False,wur2021_master.csv,Bath,,water,11.0,ng/g,concentratie_biota_bodem,Bath,,water,ng/g,strandwater,51.395,4.207
Bath,PFHpA,8.0,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Bath,,water,8.0,ng/g,concentratie_biota_bodem,Bath,,water,ng/g,strandwater,51.395,4.207
Bath,PFOA,7.4,2021,WUR 2021,strandwater,ng/g,False,wur2021_master.csv,Bath,,water,7.4,ng/g,concentratie_biota_bodem,Bath,,water,ng/g,strandwater,51.395,4.207
Bath,PFNA,3.4,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Bath,,water,3.4,ng/g,concentratie_biota_bodem,Bath,,water,ng/g,strandwater,51.395,4.207
Bath,PFDcA,3.4,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Bath,,water,3.4,ng/g,concentratie_biota_bodem,Bath,,water,ng/g,strandwater,51.395,4.207
Bath,PFUnA,3.4,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Bath,,water,3.4,ng/g,concentratie_biota_bodem,Bath,,water,ng/g,strandwater,51.395,4.207
Bath,PFDoA,1.9,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Bath,,water,1.9,ng/g,concentratie_biota_bodem,Bath,,water,ng/g,strandwater,51.395,4.207
Bath,PFTrA,8.0,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Bath,,water,8.0,ng/g,concentratie_biota_bodem,Bath,,water,ng/g,strandwater,51.395,4.207
Bath,PFTeA,3.4,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Bath,,water,3.4,ng/g,concentratie_biota_bodem,Bath,,water,ng/g,strandwater,51.395,4.207
Terneuzen,PFBA,23.0,2021,WUR 2021,strandwater,ng/g,False,wur2021_master.csv,Terneuzen,,water,23.0,ng/g,concentratie_biota_bodem,Terneuzen,,water,ng/g,strandwater,51.3358,3.827
Terneuzen,PFPeA,9.0,2021,WUR 2021,strandwater,ng/g,False,wur2021_master.csv,Terneuzen,,water,9.0,ng/g,concentratie_biota_bodem,Terneuzen,,water,ng/g,strandwater,51.3358,3.827
Terneuzen,PFHxA,6.5,2021,WUR 2021,strandwater,ng/g,False,wur2021_master.csv,Terneuzen,,water,6.5,ng/g,concentratie_biota_bodem,Terneuzen,,water,ng/g,strandwater,51.3358,3.827
Terneuzen,PFHpA,7.3,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Terneuzen,,water,7.3,ng/g,concentratie_biota_bodem,Terneuzen,,water,ng/g,strandwater,51.3358,3.827
Terneuzen,PFOA,4.5,2021,WUR 2021,strandwater,ng/g,False,wur2021_master.csv,Terneuzen,,water,4.5,ng/g,concentratie_biota_bodem,Terneuzen,,water,ng/g,strandwater,51.3358,3.827
Terneuzen,PFNA,3.1,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Terneuzen,,water,3.1,ng/g,concentratie_biota_bodem,Terneuzen,,water,ng/g,strandwater,51.3358,3.827
Terneuzen,PFDcA,3.1,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Terneuzen,,water,3.1,ng/g,concentratie_biota_bodem,Terneuzen,,water,ng/g,strandwater,51.3358,3.827
Terneuzen,PFUnA,3.1,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Terneuzen,,water,3.1,ng/g,concentratie_biota_bodem,Terneuzen,,water,ng/g,strandwater,51.3358,3.827
Terneuzen,PFDoA,1.7,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Terneuzen,,water,1.7,ng/g,concentratie_biota_bodem,Terneuzen,,water,ng/g,strandwater,51.3358,3.827
Terneuzen,PFTrA,7.3,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Terneuzen,,water,7.3,ng/g,concentratie_biota_bodem,Terneuzen,,water,ng/g,strandwater,51.3358,3.827
Terneuzen,PFTeA,3.1,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Terneuzen,,water,3.1,ng/g,concentratie_biota_bodem,Terneuzen,,water,ng/g,strandwater,51.3358,3.827
Perkpolder,PFBA,16.0,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Perkpolder,,water,16.0,ng/g,concentratie_biota_bodem,Perkpolder,,water,ng/g,strandwater,,
Perkpolder,PFPeA,11.0,2021,WUR 2021,strandwater,ng/g,False,wur2021_master.csv,Perkpolder,,water,11.0,ng/g,concentratie_biota_bodem,Perkpolder,,water,ng/g,strandwater,,
Perkpolder,PFHxA,8.1,2021,WUR 2021,strandwater,ng/g,False,wur2021_master.csv,Perkpolder,,water,8.1,ng/g,concentratie_biota_bodem,Perkpolder,,water,ng/g,strandwater,,
Perkpolder,PFHpA,8.1,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Perkpolder,,water,8.1,ng/g,concentratie_biota_bodem,Perkpolder,,water,ng/g,strandwater,,
Perkpolder,PFOA,5.1,2021,WUR 2021,strandwater,ng/g,False,wur2021_master.csv,Perkpolder,,water,5.1,ng/g,concentratie_biota_bodem,Perkpolder,,water,ng/g,strandwater,,
Perkpolder,PFNA,3.4,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Perkpolder,,water,3.4,ng/g,concentratie_biota_bodem,Perkpolder,,water,ng/g,strandwater,,
Perkpolder,PFDcA,3.4,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Perkpolder,,water,3.4,ng/g,concentratie_biota_bodem,Perkpolder,,water,ng/g,strandwater,,
Perkpolder,PFUnA,3.4,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Perkpolder,,water,3.4,ng/g,concentratie_biota_bodem,Perkpolder,,water,ng/g,strandwater,,
Perkpolder,PFDoA,1.9,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Perkpolder,,water,1.9,ng/g,concentratie_biota_bodem,Perkpolder,,water,ng/g,strandwater,,
Perkpolder,PFTrA,8.1,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Perkpolder,,water,8.1,ng/g,concentratie_biota_bodem,Perkpolder,,water,ng/g,strandwater,,
Perkpolder,PFTeA,3.4,2021,WUR 2021,strandwater,ng/g,True,wur2021_master.csv,Perkpolder,,water,3.4,ng/g,concentratie_biota_bodem,Perkpolder,,water,ng/g,strandwater,,
Bath,PFBA,0.5,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Bath,,bodem,0.5,ng/g,concentratie_biota_bodem,Bath,,bodem,ng/g,slik,51.395,4.207
Bath,PFPeA,0.1,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Bath,,bodem,0.1,ng/g,concentratie_biota_bodem,Bath,,bodem,ng/g,slik,51.395,4.207
Bath,PFHxA,0.1,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Bath,,bodem,0.1,ng/g,concentratie_biota_bodem,Bath,,bodem,ng/g,slik,51.395,4.207
Bath,PFHpA,0.1,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Bath,,bodem,0.1,ng/g,concentratie_biota_bodem,Bath,,bodem,ng/g,slik,51.395,4.207
Bath,PFOA,0.06,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Bath,,bodem,0.06,ng/g,concentratie_biota_bodem,Bath,,bodem,ng/g,slik,51.395,4.207
Bath,PFNA,0.06,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Bath,,bodem,0.06,ng/g,concentratie_biota_bodem,Bath,,bodem,ng/g,slik,51.395,4.207
Bath,PFDcA,0.2,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Bath,,bodem,0.2,ng/g,concentratie_biota_bodem,Bath,,bodem,ng/g,slik,51.395,4.207
Bath,PFUnA,0.06,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Bath,,bodem,0.06,ng/g,concentratie_biota_bodem,Bath,,bodem,ng/g,slik,51.395,4.207
Bath,PFDoA,0.06,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Bath,,bodem,0.06,ng/g,concentratie_biota_bodem,Bath,,bodem,ng/g,slik,51.395,4.207
Bath,PFTrA,0.1,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Bath,,bodem,0.1,ng/g,concentratie_biota_bodem,Bath,,bodem,ng/g,slik,51.395,4.207
Bath,PFTeA,0.06,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Bath,,bodem,0.06,ng/g,concentratie_biota_bodem,Bath,,bodem,ng/g,slik,51.395,4.207
Terneuzen,PFBA,0.5,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Terneuzen,,bodem,0.5,ng/g,concentratie_biota_bodem,Terneuzen,,bodem,ng/g,slik,51.3358,3.827
Terneuzen,PFPeA,0.1,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Terneuzen,,bodem,0.1,ng/g,concentratie_biota_bodem,Terneuzen,,bodem,ng/g,slik,51.3358,3.827
Terneuzen,PFHxA,0.1,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Terneuzen,,bodem,0.1,ng/g,concentratie_biota_bodem,Terneuzen,,bodem,ng/g,slik,51.3358,3.827
Terneuzen,PFHpA,0.1,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Terneuzen,,bodem,0.1,ng/g,concentratie_biota_bodem,Terneuzen,,bodem,ng/g,slik,51.3358,3.827
Terneuzen,PFOA,0.06,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Terneuzen,,bodem,0.06,ng/g,concentratie_biota_bodem,Terneuzen,,bodem,ng/g,slik,51.3358,3.827
Terneuzen,PFNA,0.06,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Terneuzen,,bodem,0.06,ng/g,concentratie_biota_bodem,Terneuzen,,bodem,ng/g,slik,51.3358,3.827
Terneuzen,PFDcA,0.2,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Terneuzen,,bodem,0.2,ng/g,concentratie_biota_bodem,Terneuzen,,bodem,ng/g,slik,51.3358,3.827
Terneuzen,PFUnA,0.06,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Terneuzen,,bodem,0.06,ng/g,concentratie_biota_bodem,Terneuzen,,bodem,ng/g,slik,51.3358,3.827
Terneuzen,PFDoA,0.06,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Terneuzen,,bodem,0.06,ng/g,concentratie_biota_bodem,Terneuzen,,bodem,ng/g,slik,51.3358,3.827
Terneuzen,PFTrA,0.1,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Terneuzen,,bodem,0.1,ng/g,concentratie_biota_bodem,Terneuzen,,bodem,ng/g,slik,51.3358,3.827
Terneuzen,PFTeA,0.06,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Terneuzen,,bodem,0.06,ng/g,concentratie_biota_bodem,Terneuzen,,bodem,ng/g,slik,51.3358,3.827
Perkpolder,PFBA,0.4,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Perkpolder,,bodem,0.4,ng/g,concentratie_biota_bodem,Perkpolder,,bodem,ng/g,slik,,
Perkpolder,PFPeA,0.09,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Perkpolder,,bodem,0.09,ng/g,concentratie_biota_bodem,Perkpolder,,bodem,ng/g,slik,,
Perkpolder,PFHxA,0.09,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Perkpolder,,bodem,0.09,ng/g,concentratie_biota_bodem,Perkpolder,,bodem,ng/g,slik,,
Perkpolder,PFHpA,0.09,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Perkpolder,,bodem,0.09,ng/g,concentratie_biota_bodem,Perkpolder,,bodem,ng/g,slik,,
Perkpolder,PFOA,0.05,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Perkpolder,,bodem,0.05,ng/g,concentratie_biota_bodem,Perkpolder,,bodem,ng/g,slik,,
Perkpolder,PFNA,0.05,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Perkpolder,,bodem,0.05,ng/g,concentratie_biota_bodem,Perkpolder,,bodem,ng/g,slik,,
Perkpolder,PFDcA,0.2,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Perkpolder,,bodem,0.2,ng/g,concentratie_biota_bodem,Perkpolder,,bodem,ng/g,slik,,
Perkpolder,PFUnA,0.05,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Perkpolder,,bodem,0.05,ng/g,concentratie_biota_bodem,Perkpolder,,bodem,ng/g,slik,,
Perkpolder,PFDoA,0.05,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Perkpolder,,bodem,0.05,ng/g,concentratie_biota_bodem,Perkpolder,,bodem,ng/g,slik,,
Perkpolder,PFTrA,0.09,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Perkpolder,,bodem,0.09,ng/g,concentratie_biota_bodem,Perkpolder,,bodem,ng/g,slik,,
Perkpolder,PFTeA,0.05,2021,WUR 2021,slik,ng/g,True,wur2021_master.csv,Perkpolder,,bodem,0.05,ng/g,concentratie_biota_bodem,Perkpolder,,bodem,ng/g,slik,,
Vlissingen,PFBA,0.4,2021,WUR 2021,zand,ng/g,True,wur2021_master.csv,Vlissingen,,bodem,0.4,ng/g,concentratie_biota_bodem,Vlissingen,,bodem,ng/g,zand,51.4425,3.5722
Vlissingen,PFPeA,0.09,2021,WUR 2021,zand,ng/g,True,wur2021_master.csv,Vlissingen,,bodem,0.09,ng/g,concentratie_biota_bodem,Vlissingen,,bodem,ng/g,zand,51.4425,3.5722
Vlissingen,PFHxA,0.09,2021,WUR 2021,zand,ng/g,True,wur2021_master.csv,Vlissingen,,bodem,0.09,ng/g,concentratie_biota_bodem,Vlissingen,,bodem,ng/g,zand,51.4425,3.5722
